restaurant_name,address,price,smiles,frowns,type1,type2,type3,type4,region,avg_price,simp_type,Districts,DistrictValue,lon,lat
Training Caf ,"3/F, Vocational Training Council Pok Fu Lam Complex, 145 Pokfulam Road, Pok Fu Lam",Below $50,1,0,Hong Kong Style,Fast Food,Food Wise Eateries,,Pok Fu Lam,40,Hong Kong,Central and Western,1,114.1290719,22.2679201
Arome Bakery,"Shop 418, Level 4, Chi Fu Landmark,, Pok Fu Lam",Below $50,1,0,Western,Bakery,,,Pok Fu Lam,40,Western,Central and Western,1,114.1290719,22.2679201
We Grill Korean Express,"Shop  302, L3, The Arcade, Cyberport, 100 Cyberport Road, Hong Kong, Pok Fu Lam",$51-$100,1,0,Korean,Teppanyaki,Robatayaki,Fast Food,Pok Fu Lam,75,Asian,Central and Western,1,114.130417,22.259638
Sun Thai Restaurant,"2/F, W Square, 318 Hennessy Road, Wan Chai",$101-$200,134,1,Thai,Singaporean,Seafood,Curry,Wan Chai,300,Asian,Wan Chai,15,114.1783696,22.2781549
Passion by Gerard Dubois,"Shop 1, G/F, 74-80 Johnston Road, Wan Chai",$51-$100,191,8,French,Bakery,Dessert,Casual Drink,Wan Chai,75,Western,Wan Chai,15,114.1720761,22.2762637
Oddies,"Shop 1F, G/F, 149 Wan Chai Road, Wan Chai",Below $50,119,8,Hong Kong Style,Western,Dessert,Ice Cream/yogurt,Wan Chai,40,Hong Kong,Wan Chai,15,114.1763645,22.2766405
Burger Joys,"Shop E, G/F, De Fenwick, 42-50 Lockhart Road, Wan Chai",$101-$200,121,3,American,Hamburger,Western Restaurant,,Wan Chai,300,Western,Wan Chai,15,114.170584,22.2780375
Odelice!,"Shop 9, 2 Landale Street, Wan Chai",$101-$200,81,3,French,Wine/Cigar,Dessert,Soup,Wan Chai,300,Western,Wan Chai,15,114.1694241,22.2770914
Kam Kee Cafe,"Shop D-E, G/F, Diamond Building, 6-18 Tin Lok Lane, Wan Chai",Below $50,96,0,Hong Kong Style,Tea Restaurant,Food Wise Eateries,,Wan Chai,40,Hong Kong,Wan Chai,15,114.1795581,22.2781996
Espuma,"25/F, QRE Plaza, 202 Queen Road East, Wan Chai",$101-$200,115,4,Spanish,International,Dessert,Coffee Shop,Wan Chai,300,Western,Wan Chai,15,114.1722099,22.2749791
OVOCAFE,"G/F 1 Wanchai Road (inside Old Wanchai Market), Wan Chai",$51-$100,81,8,Western,Bakery,Vegetarian,All Day Breakfast,Wan Chai,75,Western,Wan Chai,15,114.1751471,22.276022
Capital Caf,"Shop B1, G/F, Kwong Sang Hong Building, 6 Heard Street, Wan Chai",Below $50,266,35,Hong Kong Style,Tea Restaurant,,,Wan Chai,40,Hong Kong,Wan Chai,15,114.177463,22.2775609
Catalunya Hong Kong,"G/F, Guardian House, 32 Oi Kwan Road, Wan Chai",$401-$800,59,6,Spanish,Western Restaurant,Bar,,Wan Chai,600,Western,Wan Chai,15,114.1796529,22.2770158
Beef & Liberty,"2/F, 23 Wing Fung Streey, Wan Chai",$101-$200,56,5,American,Hamburger,,,Wan Chai,300,Western,Wan Chai,15,114.1682372,22.2764661
Kamitora Ramen,"G/F, 23 Amoy Street, Wan Chai",$51-$100,69,7,Japanese,Ramen,,,Wan Chai,75,Asian,Wan Chai,15,114.1720718,22.2757564
LA Creperie,"1/F, Kui Chi Mansion, 100-102 Queen's Road East, Wan Chai",$101-$200,109,9,French,Dessert,Meatless Menu,Western Restaurant,Wan Chai,300,Western,Wan Chai,15,114.1700429,22.2763175
Cats' eye,"G/F, 25 Swatow Street, Wan Chai",$51-$100,62,5,Japanese,Yoshoku,,,Wan Chai,75,Asian,Wan Chai,15,114.1715701,22.2755332
Hong Kong Lao Shang Hai Restaurant,"UG1, Novotel Century Hong Kong, 238 Jaffe Road, Wan Chai",$201-$400,124,9,Shanghai,Dim Sum,Chinese Buns,Stir-Fry,Wan Chai,150,Chinese,Wan Chai,15,114.1763115,22.278819
Wing Wah Noodle Shop,"G/F, 89 Hennessy Road, Wan Chai",Below $50,163,42,Hong Kong Style,Noodles/Rice Noodles,Wonton/Dumpling,,Wan Chai,40,Hong Kong,Wan Chai,15,114.1719299,22.2775372
Tiffin,"Mezzanine Floor, Grand Hyatt Hong Kong, 1 Harbour Road, Wan Chai",$401-$800,185,30,Western,Buffet,Western Restaurant,Hotel Restaurant,Wan Chai,600,Western,Wan Chai,15,114.1729836,22.281125
Kuroganeya,"Shop B, G/F, 3-5 Tai Wong Street East, Wan Chai",$51-$100,54,9,Japanese,Ramen,Skewer,Yoshoku,Wan Chai,75,Asian,Wan Chai,15,114.1711299,22.2757039
22 Ships,"G/F, 22 Ship Street, Wan Chai",$201-$400,66,13,Spanish,,,,Wan Chai,150,Western,Wan Chai,15,114.1708455,22.2760236
The Oyster House,"Shop C, G/F, 154 Jaffe Road, Wan Chai",$201-$400,95,1,Italian,Seafood,Oyster Bar,,Wan Chai,150,Western,Wan Chai,15,114.1740913,22.2785987
Assaggio Trattoria Italiana,"6/F, Hong Kong Arts Centre, 2 Harbour Road, Wan Chai",$201-$400,109,16,Italian,Pizza,Western Restaurant,Group Dining,Wan Chai,150,Western,Wan Chai,15,114.17082,22.2802442
Berliner German Bar and Restaurant,"4/F, W Square, 314-324 Hennessy Road, Wan Chai",$201-$400,52,5,German,Western Restaurant,Group Dining,,Wan Chai,150,Western,Wan Chai,15,114.1783696,22.2781549
The Trafalgar Brewing Company,"Shop 10, Brim 28, 1/F, Causeway Centre, 28 Harbour Road, Wan Chai",$51-$100,42,3,Western,Pizza,Hamburger,Steak House,Wan Chai,75,Western,Wan Chai,15,114.1762738,22.2800499
,"Shop 3, G/F, C.C.Wu Building, 302-308 Hennessy Road, Wan Chai",Below $50,47,12,Hong Kong Style,Tea Restaurant,,,Wan Chai,40,Hong Kong,Wan Chai,15,114.1778286,22.2778339
Fook Lam Moon,"Shop 3, G/F, Newman House, 35-45 Johnston Road, Wan Chai",$401-$800,82,2,Guangdong,Dim Sum,Stir-Fry,Dim Sum Restaurant,Wan Chai,600,Hong Kong,Wan Chai,15,114.1709681,22.2769055
Lee House Restaurant,"2/F, OfficePlus@WanChai, 303 Hennessy Road, Wan Chai",$201-$400,115,11,Guangdong,Dim Sum,Stir-Fry,Group Dining,Wan Chai,150,Hong Kong,Wan Chai,15,114.1646764,22.2822429
Kanizen,"G/F, 3 Thomson Road, Wan Chai",Above $801,60,0,Japanese,Seafood,,,Wan Chai,1200,Asian,Wan Chai,15,114.1707787,22.277082
The Pawn,"2/F, 62 Johnston Road, Wan Chai",$401-$800,79,21,British,Western Restaurant,Bar,Casual Drink,Wan Chai,600,Western,Wan Chai,15,114.1696249,22.2772831
Kam's Roast Goose,"G/F, Po Wah Commercial Center, 226 Hennessy Road, Wan Chai",$51-$100,33,13,Guangdong,Chinese BBQ,Stir-Fry,,Wan Chai,75,Hong Kong,Wan Chai,15,114.175306,22.277612
Sabah Malaysian Cuisine,"G/F., Shop 4-5., 98-102 Jaffe Road, Wan Chai",$101-$200,203,13,Malaysian,Curry,,,Wan Chai,300,Asian,Wan Chai,15,114.172271,22.2783576
The Grand Buffet,"62/F, Hopewell Centre, 183 Queen's Road East, Wan Chai",$401-$800,45,13,International,Buffet,,,Wan Chai,600,International,Wan Chai,15,114.1718964,22.2747242
,"3/F, The Hennessy, 256 Hennessy Road, Wan Chai",$201-$400,46,0,Thai,Seafood,BBQ,,Wan Chai,150,Asian,Wan Chai,15,114.1761085,22.2776919
Patisserie Tony Wong,"399 Lockhart Road, Wan Chai",$51-$100,58,3,French,Western,Dessert,Cake,Wan Chai,75,Western,Wan Chai,15,114.1801998,22.2797247
Tang's Cuisine,"8/F, Hopewell Centre, 183 Queen's Road East, Wan Chai",$101-$200,53,1,Guangdong,Hong Kong Style,Seafood,Fine Dried Seafood,Wan Chai,300,Hong Kong,Wan Chai,15,114.1718964,22.2747242
Harbour Restaurant,"1/F, The Harbourview, 4 Harbour Road, Wan Chai",$201-$400,67,17,Western,Buffet,Western Restaurant,Hotel Restaurant,Wan Chai,150,Western,Wan Chai,15,114.1711205,22.2801584
The Cupping Room,"G/F, 32 Swatow Street, Wan Chai",$51-$100,25,1,Italian,Western,Coffee Shop,,Wan Chai,75,Western,Wan Chai,15,114.1718577,22.2757364
Nasubi,"Shop 6-8, G/F, Tonnochy Towers, 260-264 Jaffe Road, Wan Chai",$201-$400,25,0,Japanese,,,,Wan Chai,150,Asian,Wan Chai,15,114.1772993,22.2792034
restaurant Akrame,"9B Ship Street, Wan Chai",Above $801,28,4,French,Fine Dining,Western Restaurant,,Wan Chai,1200,Western,Wan Chai,15,114.1708054,22.27627
Louis' Steak House,"1/F, Malaysia Building, 50 Gloucester Road, Wan Chai",$401-$800,85,21,Western,Steak House,Family Style Dining,,Wan Chai,600,Western,Wan Chai,15,114.1709121,22.2788924
Keung Kee,"G/F, Chuang's Enterprises Building, 382 Lockhart Road, Wan Chai",Below $50,106,10,Hong Kong Style,Snack Shop & Deli,,,Wan Chai,40,Hong Kong,Wan Chai,15,114.1797996,22.27928
Ronin Japanese Cuisine,"2/F,Capital Building, 181 Lockhart Road, Wan Chai",$201-$400,29,2,Japanese,All-you-can-eat,,,Wan Chai,150,Asian,Wan Chai,15,114.1741361,22.2784656
Joy Hing Roasted Meat,"Block C, G/F, 265-267 Hennessy Road, Wan Chai",Below $50,325,50,Guangdong,Chinese BBQ,Stir-Fry,,Wan Chai,40,Hong Kong,Wan Chai,15,114.176587,22.278191
Paisano's Pizzeria,"G/F, Iuki Tower, 5 O'Brian Road, Wan Chai",$51-$100,65,1,Italian,Pizza,Western Restaurant,,Wan Chai,75,Western,Wan Chai,15,114.1751471,22.276022
Madam Sixty Ate,"Shop 8, 1/F The Podium, J.Senses, 60 Johnston Road, Wan Chai",$201-$400,63,6,International,Western Restaurant,,,Wan Chai,150,International,Wan Chai,15,114.1709309,22.2767308
Le Menu,"1/F, Gloucester Luk Kwok Hong Kong, 72 Gloucester Road, Wan Chai",$201-$400,145,17,Western,Buffet,Western Restaurant,Hotel Restaurant,Wan Chai,150,Western,Wan Chai,15,114.172334,22.278857
Koku Ryu Ramen,"G/F, 29 Swatow Street, Wan Chai",$101-$200,23,3,Japanese,Ramen,,,Wan Chai,300,Asian,Wan Chai,15,114.1716046,22.2756524
Maxim's Cake Lab,"Shop 2, G/F, On Hong Commercial Building, 145 Hennessy Road, Wan Chai",Below $50,28,2,Western,Bakery,,,Wan Chai,40,Western,Wan Chai,15,114.1730655,22.277819
Congress Plus,"4/F, Hong Kong Convention and Exhibition Centre, Wan Chai",$201-$400,30,9,Hong Kong Style,Buffet,Sushi/Sashimi,Western Restaurant,Wan Chai,150,Hong Kong,Wan Chai,15,114.1729836,22.281125
Kimaki Japanese Restaurant,"28/F, QRE Plaza, 202 Queen's Road East, Wan Chai",$201-$400,29,1,Japanese,Sushi/Sashimi,,,Wan Chai,150,Asian,Wan Chai,15,114.1722099,22.2749791
Papillon Caffe,"Shop 1701-1705, 17/F., Hopewell Centre, 183 Queen's Road East, Wan Chai",$101-$200,22,0,Western,Coffee Shop,,,Wan Chai,300,Western,Wan Chai,15,114.1718964,22.2747242
Le Relais de l'Entrec te,"Garden East, 222 Queen__s Road East, Wan Chai",$201-$400,34,14,French,Wine/Cigar,Steak House,,Wan Chai,150,Western,Wan Chai,15,114.1609365,22.2798501
Your Restaurant,"G/F, 3 Tai Wong St E,, Wan Chai",$101-$200,121,12,Guangdong,Stir-Fry,,,Wan Chai,300,Hong Kong,Wan Chai,15,114.1711299,22.2757039
QUEMO,"5/F, QRE Plaza, 202 Queen's Road East, Wan Chai",$201-$400,41,5,Spanish,Wine/Cigar,BBQ,Western Restaurant,Wan Chai,150,Western,Wan Chai,15,114.1722099,22.2749791
Grand Hyatt Steakhouse,"M/F, Grand Hyatt Hong Kong, 1 Harbour Road, Wan Chai",Above $801,67,9,Western,Fine Dining,Steak House,Hotel Restaurant,Wan Chai,1200,Western,Wan Chai,15,114.1729836,22.281125
Happy Veggies,"1/F, Bayfield Building, 99 Hennessy Road, Wan Chai",$101-$200,73,3,Hong Kong Style,Vegetarian,Herbal Cuisine,Dim Sum,Wan Chai,300,Hong Kong,Wan Chai,15,114.1719854,22.277736
Verde MAR,"G/F, 24 Tai Wong Street East, Wan Chai",$201-$400,27,1,Mexican,Seafood,Roast Meat,Salad,Wan Chai,150,Others,Wan Chai,15,114.1715639,22.2761911
Wai Kee,"Shop 5, 1/F, 2/F Bowrington Road Market, 21 Bowrington Road, Wan Chai",$51-$100,168,8,International,Curry,Cooked Food Center,,Wan Chai,75,International,Wan Chai,15,114.1805436,22.2780812
Zhejiang Heen,"2/F & 3/F, Kiu Fu Commercial Building, 300-306 Lockhart Road, Wan Chai",$201-$400,32,1,Jiang-Zhe,Stir-Fry,Group Dining,,Wan Chai,150,Chinese,Wan Chai,15,-86.872566,36.4919678
Gin Sai Japanese Restaurant,"32-38 Cross Lane, Wan Chai",Above $801,33,5,Japanese,,,,Wan Chai,1200,Asian,Wan Chai,15,114.176471,22.2764567
The Butchers Club Burger,"Shop 10, G/F, Rialto Building, 2 Landale Street, Wan Chai",$101-$200,37,12,American,Hamburger,Fast Food,Bar,Wan Chai,300,Western,Wan Chai,15,114.1694241,22.2770914
La Station,"G/F., 248 Queen's Road East, Sunlight Tower, Wan Chai",Below $50,22,0,Western,Bakery,Coffee Shop,,Wan Chai,40,Western,Wan Chai,15,114.1751471,22.276022
Mizuki Japanese Restaurant,"2/F, Mirage Tower 13-15 Thomson Road, Wan Chai",$201-$400,29,1,Japanese,Sushi/Sashimi,Skewer,Skewer,Wan Chai,150,Asian,Wan Chai,15,114.170911,22.2772305
Bo Innovation,"Shop 13, 2/F, J Residence, 60 Johnston Road, Wan Chai",Above $801,50,11,International,Fine Dining,Western Restaurant,,Wan Chai,1200,International,Wan Chai,15,114.1709309,22.2767308
Harvest House Sushi,"G/F, 5 Burrows Street, Wan Chai",$101-$200,46,4,Japanese,Sushi/Sashimi,,,Wan Chai,300,Asian,Wan Chai,15,114.1764143,22.2771448
Wing's Catering,__________2__________7______,Below $50,55,8,Hong Kong Style,Tea Restaurant,,,Wan Chai,40,Hong Kong,Wan Chai,15,139.6129851,35.5072725
Yukitei Ramen,"Shop C2, G/F, Lun Fat Street ,118 Queen 's Road East , Wan Chai",$51-$100,55,11,Japanese,Ramen,,,Wan Chai,75,Asian,Wan Chai,15,114.1751471,22.276022
Sun Thai Restaurant,"Shop 3, G/F, 20 Luard Road, Wan Chai",$101-$200,29,0,Thai,Singaporean,Seafood,Curry,Wan Chai,300,Asian,Wan Chai,15,114.171941,22.2787091
Tallore,"Shop D, 7-17 Amoy Street, Wan Chai",$51-$100,14,0,Belgian,Soup,Takeaway,Snack Shop & Deli,Wan Chai,75,Western,Wan Chai,15,114.1717813,22.2755532
caffHABIT ,"G/F, Fortis Bank Tower 77-79 Gloucester Road, Wan Chai",$101-$200,52,8,Italian,Bakery,Meatless Menu,Coffee Shop,Wan Chai,300,Western,Wan Chai,15,114.1726954,22.2788469
Maureen,"G/F, 11 Hing Wan Street, Wan Chai",$101-$200,47,6,Guangdong,Hong Kong Style,Noodles/Rice Noodles,,Wan Chai,300,Hong Kong,Wan Chai,15,114.1743268,22.273662
Empress Cafe,"G/F., On Hing Mansion, No.3 Ming Yan Lane, Wan Chai",Below $50,22,0,Italian,Western,Dessert,Ice Cream/yogurt,Wan Chai,40,Western,Wan Chai,15,114.1712961,22.2755625
Mansons Lot,"G/F, 15 Swatow Street, Wan Chai",Below $50,18,2,Western,Bakery,Coffee Shop,,Wan Chai,40,Western,Wan Chai,15,114.1715109,22.2753271
Liza Veggies,"Room A-D, 2/F, Harvard House, 105-111 Thomson Road, Wan Chai",$101-$200,25,3,Taiwan,Vegetarian,Herbal Cuisine,Private Kitchen,Wan Chai,300,Chinese,Wan Chai,15,114.173944,22.2772966
Chef's Noodle,"2/F, Brighton Hotel, 128 Lockhart Road, Wan Chai",$51-$100,32,5,Korean,Korean Fried Chicken,Hotel Restaurant,Social Enterprise Restaurant,Wan Chai,75,Asian,Wan Chai,15,114.1726545,22.2779182
Empire City Huaiyang,"8/F, Convention Plaza Shopping Arcade, 1 Harbour Road, Wan Chai",$201-$400,19,2,Huaiyang,Food Wise Eateries,,,Wan Chai,150,Chinese,Wan Chai,15,114.1729836,22.281125
Conte de cookie,"Shop B4, G/F, Australia House, 7-9 Luard Road, Wan Chai",$51-$100,30,0,Western,Bakery,Dessert,Takeaway,Wan Chai,75,Western,Wan Chai,15,114.1714084,22.277146
Pirata,"29-30/F, 239 Hennessy Road, Wan Chai",$201-$400,20,1,Italian,Western Restaurant,,,Wan Chai,150,Western,Wan Chai,15,114.1698976,22.2778482
Rose Kitchen,"1/F, Wan Chai Commercial Centre,194-204 Johnston Road, Wan Chai",$101-$200,31,5,Hong Kong Style,,,,Wan Chai,300,Hong Kong,Wan Chai,15,114.176025,22.2771721
Kin's Kitchen,"5/F, W Square, 314-324 Hennessy Road, Wan Chai",$201-$400,22,5,Guangdong,Seafood,Stir-Fry,,Wan Chai,150,Hong Kong,Wan Chai,15,114.1783696,22.2781549
Sawali Club,"2/F, Wing Cheong Building, 18-20 Hennessy Road, Wan Chai",$101-$200,50,3,Thai,,,,Wan Chai,300,Asian,Wan Chai,15,114.1687695,22.277557
Marks & Spencer Food Store Marks & Spencer,"Shop B, G/F, China Underwriters Centre, 88 Gloucester Road, Wan Chai",$51-$100,27,0,Western,International,Bakery,Ice Cream/yogurt,Wan Chai,75,Western,Wan Chai,15,114.173328,22.2789725
Che's Cantonese Restaurant,"4/F, The Broadway, 54-62 Lockhart Road, Wan Chai",$201-$400,45,12,Guangdong,Dim Sum,Stir-Fry,Dim Sum Restaurant,Wan Chai,150,Hong Kong,Wan Chai,15,114.1708719,22.278002
Cafe Renaissance,"M/F, Renaissance Harbour View Hotel Hong Kong, 1 Harbour Road, Wan Chai",$201-$400,159,33,International,Buffet,Western Restaurant,Hotel Restaurant,Wan Chai,150,International,Wan Chai,15,114.1729836,22.281125
Kung Lee,"Shop 6B, 113 Johnston Road, Wan Chai",Below $50,37,1,Hong Kong Style,Herbal Tea,,,Wan Chai,40,Hong Kong,Wan Chai,15,114.1727913,22.276764
il Bel Paese,"3/F, Bayfield Building, 99 Hennessy Road, Wan Chai",$201-$400,25,0,Italian,Wine/Cigar,Dessert,Western Restaurant,Wan Chai,150,Western,Wan Chai,15,114.1719854,22.277736
,"1/F, Morrison Plaza, 9 Morrison Hill Road, Wan Chai",$101-$200,20,1,Beijing,Hot Pot,Stir-Fry,,Wan Chai,300,Chinese,Wan Chai,15,114.1800605,22.2778855
Cima Fine Dining Bar,"3/F, 239 Hennessy Road, Wan Chai",$101-$200,26,0,Western,,,,Wan Chai,300,Western,Wan Chai,15,114.1693455,22.2780411
Felicita 1929,"G/F, Sun Kai Mansion, 44 Hennessy Road, Wan Chai",$201-$400,35,9,Italian,Western Restaurant,Drivers Friendly Dining,Private Party,Wan Chai,150,Western,Wan Chai,15,114.1705495,22.2773979
Sun King Yuen Curry Restaurant,"20 Spring Garden Lane, Wan Chai",$51-$100,115,23,Hong Kong Style,Curry,Tea Restaurant,,Wan Chai,75,Hong Kong,Wan Chai,15,114.1727306,22.2753849
Grill Cafe,"2/F, South Pacific Hotel, 23 Morrison Hill Road, Wan Chai",$201-$400,139,5,Western,Teppanyaki,Buffet,Western Restaurant,Wan Chai,150,Western,Wan Chai,15,114.180331,22.2773935
Ham & Sherry,"G/F., 1-7 Ship Street, Wan Chai",$101-$200,17,5,Spanish,Bar,,,Wan Chai,300,Western,Wan Chai,15,114.1708511,22.2764041
Taste Thai Restaurant and Pub,"1/F, Wui Fu Building, 10-12 Stone Nullah Lane, Wan Chai",$101-$200,42,3,Thai,Curry,,,Wan Chai,300,Asian,Wan Chai,15,114.1737485,22.2761344
Sang Kee,"2-3/F, 107-115, Hennessy Road, Wan Chai",$201-$400,85,21,Guangdong,Seafood,Seafood Restaurant,,Wan Chai,150,Hong Kong,Wan Chai,15,114.1722825,22.27774
Tokyo Agura,"Shop A, G/F, 1-19 McGregor Street, Wan Chai",$51-$100,15,1,Japanese,Ramen,,,Wan Chai,75,Asian,Wan Chai,15,114.1730986,22.274812
Trusty Gourmet,"Shop A, G/F, Fasteem Mansion, 307-311 Jaffe Road, Wan Chai",Below $50,69,9,Hong Kong Style,Noodles/Rice Noodles,Soup,Tea Restaurant,Wan Chai,40,Hong Kong,Wan Chai,15,114.1783151,22.2796545
Dynasty Restaurant,"3/F, Renaissance Harbour View Hotel Hong Kong, 1 Harbour Road, Wan Chai",$401-$800,49,4,Guangdong,Shanghai Hairy Crab,Chinese Buns,Sweet Soup,Wan Chai,600,Hong Kong,Wan Chai,15,114.1729836,22.281125
Car Noodle's Family,"Shop A, 1 Anton Street, Wan Chai",Below $50,80,6,Hong Kong Style,Food Stall Noodles,,,Wan Chai,40,Hong Kong,Wan Chai,15,114.1687621,22.2771521
Queen's Cafe,"1/F., 1-11 Mallory Street, Wan Chai",$101-$200,17,2,Russian,Western Restaurant,Coffee Shop,,Wan Chai,300,Western,Wan Chai,15,114.17665,22.2775824
Starbucks Coffee,"Shop A, G/F, 318 Hennessy Road, Wan Chai",Below $50,22,0,American,Salad,Coffee Shop,Casual Drink,Wan Chai,40,Western,Wan Chai,15,114.1783696,22.2781549
Golden Bauhinia Cantonese Restaurant,"Expo Galleria, Hong Kong Convention And Exhibition Centre, 1 Expo Drive, Wan Chai",$201-$400,34,1,Guangdong,Ramen,Noodles/Rice Noodles,Soup,Wan Chai,150,Hong Kong,Wan Chai,15,114.1730966,22.2834057
,"G/F, No. 259, Queen's Road East,, Wan Chai",Below $50,91,25,Beijing,Shandong,Wonton/Dumpling,Stir-Fry,Wan Chai,40,Chinese,Wan Chai,15,114.1744109,22.2743937
Spoil Cafe,"Shop A, G/F, Shun Ho Building, 1 Sun Street, Wan Chai",$201-$400,86,6,Western,Western Restaurant,Romantic Dining,,Wan Chai,150,Western,Wan Chai,15,114.168504,22.2765746
Torihana Tei Ramen,"Shop 15, G/F, Wah To Building, 22-30 Cross Lane, Wan Chai",$51-$100,14,0,Japanese,Ramen,,,Wan Chai,75,Asian,Wan Chai,15,114.176345,22.276245
La Rotisserie,"G/F, 19 Amoy Street, Wan Chai",$51-$100,13,4,French,BBQ,Takeaway,,Wan Chai,75,Western,Wan Chai,15,114.1719469,22.2755882
Le Chef,"M/F, Metropark Hotel Wan Chai Hong Kong, 41-49 Hennessy Road, Wan Chai",$401-$800,31,1,Western,Buffet,Western Restaurant,Hotel Restaurant,Wan Chai,600,Western,Wan Chai,15,114.1705641,22.2778548
MeokBang Korean BBQ & BAR,"1/F, Top View Mansion, 10 Canal Road West, Wan Chai",$201-$400,22,6,Korean,Roast Meat,,,Wan Chai,150,Asian,Wan Chai,15,114.180957,22.2787315
J'aime bien Patisserie,"Shop no.3, UG/F, Manrich Court, 33 St. Francis Street, Wan Chai",$51-$100,15,1,French,Bakery,Dessert,Ice Cream/yogurt,Wan Chai,75,Western,Wan Chai,15,114.1689979,22.2756344
The Vietnam Woods,"Shop 1, York Place, 22 Johnson Road, Wan Chai",$101-$200,45,8,Vietnamese,,,,Wan Chai,300,Asian,Wan Chai,15,114.1751471,22.276022
Pausa,"Shop 3, G/F., J Sense, 60 Johnston Road, Wan Chai",$51-$100,12,0,Italian,Pizza,Takeaway,,Wan Chai,75,Western,Wan Chai,15,114.1709309,22.2767308
Crystal Jade La Mian Xiao Long Bao,"Shop 310, Tai Yau Plaza, 181 Johnston Road, Wan Chai",$101-$200,50,12,Shanghai,Ramen,Stir-Fry,,Wan Chai,300,Chinese,Wan Chai,15,114.1745573,22.2769715
New Shanghai,"1/F, Hong Kong Convention and Exhibition Centre, 1 Harbour Road, Wan Chai",$201-$400,30,2,Shanghai,Meatless Menu,Food Wise Eateries,Business Dining,Wan Chai,150,Chinese,Wan Chai,15,114.1729836,22.281125
TED's Lookout,"G/F, Moonful Court, 17A Moon Street, Wan Chai",$101-$200,20,0,American,Western Restaurant,,,Wan Chai,300,Western,Wan Chai,15,114.1687461,22.2760541
QUAYSIDE,"G/F, Fenwick Pier, Fleet Arcade, 1 Lung King Street, Wan Chai",$201-$400,16,1,French,Western,Bar,Outdoor,Wan Chai,150,Western,Wan Chai,15,114.168829,22.281167
Burger Home,"Shop 12, G/F, 51 Pao Woo Mansion, Cross Lane, Wan Chai",Below $50,24,2,American,Hamburger,Fast Food,,Wan Chai,40,Western,Wan Chai,15,114.1765384,22.2764851
American Restaurant,"G/F, 20 Lockhart Road, Wan Chai",$201-$400,47,7,Beijing,Seafood,Soup,Wonton/Dumpling,Wan Chai,150,Chinese,Wan Chai,15,114.1699073,22.2780581
Canton Room,"1/F, Luk Kwok Hotel, 72 Gloucester Road, Wan Chai",$101-$200,28,0,Guangdong,Stir-Fry,Hotel Restaurant,,Wan Chai,300,Hong Kong,Wan Chai,15,114.172334,22.278857
La Cucina Italiana,"21-22/F, QRE Plaza, 202 Queen's Road East, Wan Chai",$101-$200,56,7,Italian,Romantic Dining,Business Dining,Drivers Friendly Dining,Wan Chai,300,Western,Wan Chai,15,114.1722099,22.2749791
Liu Yuan Pavilion,"3/F The Broadway, 54-62 Lockhart Road, Wan Chai",$201-$400,75,5,Shanghai,Dim Sum,Chinese Buns,Stir-Fry,Wan Chai,150,Chinese,Wan Chai,15,114.1708719,22.278002
The Coffee Academics,"35-45 Johnston Road, Wan Chai",$51-$100,18,7,Italian,Coffee Shop,Casual Drink,,Wan Chai,75,Western,Wan Chai,15,114.1709681,22.2769055
King Ludwig Beerhall,"Shop 2, 2/F, Wu Chung House, 213 Queens Road East, Wan Chai",$201-$400,15,0,German,Western Restaurant,,,Wan Chai,150,Western,Wan Chai,15,114.1751471,22.276022
Chicken HOF & SOJU,"Shop C, G/F, Wah Fat Mansion, 405-419 Lockhart Road, Wan Chai",$101-$200,21,3,Korean,Korean Fried Chicken,,,Wan Chai,300,Asian,Wan Chai,15,114.180413,22.2799061
